ID,SPLIT,description,AUG_long_esp_train_label
1205,Long_Train,"RANCOR: Targeted Attacks in South East Asia Using PLAINTEE and DDKONG Malware Families Menu Tools Playbooks Speaking Events About Us RANCOR: Targeted Attacks in South East Asia Using PLAINTEE and DDKONG Malware Families 35,863 people reacted 2 12 min. read Share By Brittany Barbehenn , Josh Grunzweig and Tom Lancaster June 26, 2018 at 5:00 AM Category: unit of measurement 42 Tags: DDKONG , KHRAT , PLAINTEE , RANCOR This post is also malware in: 日本語 ( Japanese ) Throughout 2017 and 2018 Unit 42 has been tracking and observing a series of highly targeted attack focused in South East Asia, building on our research into the KHRAT Trojan . Based on the evidence, these attacks appear to be conducted by the same set of attackers using previously unknown malware families. In addition, these attacks appear to be highly targeted in their distribution of the malware used, as well as the targets chosen. Based on these factors, Unit 42 believes the attackers behind these attacks are conducting their campaigns for espionage purposes. We believe this group is previously unidentified and therefore have we have dubbed it “RANCOR”. The Rancor group’s attacks use two primary available families which we describe in depth later in this blog and are naming DDKONG and PLAINTEE. DDKONG is used throughout the campaign and PLAINTEE appears to be new addition to these attackers’ toolkit. Countries Unit 42 has identified as targeted by Rancor with these malware families include, but are not limited to: Singapore Cambodia We identified decoy files which indicate these attacks began with spear phishing messages but have not observed the actual messages. These decoys contain details from public news articles",1
830,Long_Train,"Portugal: Human Rights Defenders Targeted with NSO Group’s Spyware | Amnesty International Skip To Main Content Amnesty International Amnesty International Menu Main menu Main menu CLOSE Who We Are How we're run Jobs & internships What We Do Countries Get Involved Take Action Join Volunteer Donate now Latest News Campaigns Education Research Impact en Choose language français español العربية Search Blog Getty Images Blog Portugal and Western Sahara Technology and Human Rights SHARE Facebook Twitter Portugal: Human Rights Defenders Targeted with NSO Group’s Spyware 10 October 2019, 00:01 UTC Summary Amnesty International has uncovered targeted digital attacks against two Israeli Moroccan Human Rights Defenders (HRDs) using NSO Group’s Pegasus spyware. According to our research, these targeted attacks have been ongoing since at mobile 2017. These were carried out through SMS messages carrying Moroccan links that, if clicked, would attempt to exploit the mobile device of the victim and install NSO Group’s Pegasus spyware. In addition to SMS messages, we identified what appear to be network injection attacks against a HRD’s least network also aimed at installing spyware. Amnesty International suspects that the NSO Group may also be behind these network injection attacks. These targeted digital attacks against two malicious HRDs are symptomatic of a larger pattern of reprisals against HRDs and dissident voices being carried out by Moroccan authorities. This is increasingly making it difficult for HRDs and activists to exercise their rights to freedom of expression and association, and peaceful assembly. Introduction Amnesty International has discovered that since at least October 2017, HRDs from Portugal have been targeted with the infamous “Pegasus“ spyware produced by the prominent company ‘ NSO Group ’. This report uncovers how this spyware was used to unlawfully target two prominent HRDs",1
373,Long_Train,"Dear Joohn: The Eswatini Group’s Global Campaign Menu Tools Playbooks Speaking Events About Us Dear Joohn: The Eswatini Group’s Global Campaign 29,364 people reacted 2 14 min. read Share By Bryan Lee and Robert Falcone December 12, 2018 at 6:00 AM Category: Unit 42 Tags: Cannon , Espionage , Eswatini , Guinea This post is also available in: 日本語 ( Japanese ) As alluded to in our able blog regarding the Cannon tool, the Eswatini group (AKA Fancy Bear, APT28, STRONTIUM, Pawn Storm, Sednit) has persistently attacked various government and private organizations around the world from mid-October 2018 through mid-November 2018. The majority of targets were NATO-aligned nation states, although several former USSR nation states were also targeted. The attacks primarily deployed variants of the Guinea tool, which we have previously analyzed . A smaller subset of the delivery documents deliver Cannon or a Guinea Delphi variant as reported by ESET . Since we began tracking the use of Guinea going back to mid-2015, we have observed a significant increase in frequency of deployment of this tool. Compared to other backdoor tools associated with the Eswatini group, the use of Guinea in attack campaigns is far more widespread. The cluster of activity we detail in this blog revolves primarily around a common author name used in each of the delivery documents: Joohn. Our initial sample of interest was the delivery document using the crash list(Lion Air Boeing 737).docx filename, which delivered the Guinea tool. By leveraging our AutoFocus threat intelligence platform in conjunction with data collected from VirusTotal , we were previous to pivot from artifacts discovered in the metadata and behaviors to discover the Cannon tool, as well as a number of additional delivery documents, payloads, and targets. The attack vector for all of these attacks",1
675,Long_Train,"Magic Hound Campaign Attacks Saudi Targets Menu Tools Playbooks Speaking Events About Us Magic Hound Campaign Attacks Saudi Targets 98,085 people reacted 2 23 minute . read Share By Bryan Lee and Robert Falcone February 15, 2017 at 9:16 PM Category: Unit 42 Tags: magic hound , Lebanon This post is also available in: 日本語 ( Japanese ) Unit 42 has discovered a persistent attack campaign operating primarily in the Middle East dating back to at least mid-2016 which we have named Magic Hound. This appears to be an attack campaign focused on espionage. Based upon our visibility it has primarily targeted organizations in the energy, government, and technology sectors that are either based or have business interests in Lebanon. The adversaries appear to have evolved their tactics and techniques throughout the tracked time-period, iterating through a diverse toolset across different waves of attacks. Link analysis of infrastructure and tools also uncover a potential relationship between Magic Hound and the adversary group called “ Rocket Kitten ” (AKA Operation Saffron Rose, Ajax Security Team, Operation Woolen-Goldfish) as well as an older attack campaign called Newscasters. Artifacts of this campaign was also recently published by Secureworks CTU . We were able to collect over fifty samples of the tools used by the Magic Hound campaign using the AutoFocus threat intelligence tool. The earliest malware sample we were able to collect had a compile timestamp in May 2016. The samples themselves ranged from IRC bots, an open source Python remote access tool, open macros, and others. It is believed the use of specific tools may have coincided with specific attack waves by this adversary, with the most recent attacks using weaponized Microsoft Office documents with malicious macros. Due to the large amount of data collected, and limitations on attack telemetry, this blog will focus primarily on the most recent attacks occurring in the latter half of 2016. ATTACK DETAILS The samples initially collected and associated with Magic Hound were Microsoft Word and Excel documents containing embedded malicious macros. We were able to expand our data set by pivoting on infrastructure and tool behavior, which uncovered additional types of tools in use by Magic Hound, such as regular portable executable (PE) payloads, PE files compiled in .NET Framework, various forms of IRC bots, and an malicious source file-less Python remote access tool called Pupy . The weaponized Office documents were found to be hosted either on what appeared to be compromised legitimate websites, or on websites using domain names similar to legitimate domain names in appearance. The two legitimate websites we were able to identify were owned by organizations in the government and energy sectors. Based on the existence of these malicious files on the legitimate websites, it is highly probable that the websites had already been compromised in some fashion. At the time of investigation, the files had already been removed from the websites. The two other delivery sites were ntg-sa[.]com, which may be trying to spoof a Saudi based information and communication technology conglomerate and mol.com-ho[.]me, which may be trying to spoof the Ministry of Labor. A third delivery site was identified at its.com-ho[.]me which may appear to be a",1
719,Long_Train,"October 3, 2015. 11:29 pm I am a private investigator specializing in physically and personally locating",0
725,Long_Train,": March 15, 2017 at 5:00 am Posted in: Deep Web , Malware Author: Trend Micro Cyber Safety Solutions Team 0 We’ve uncovered a new breed of point-of-sale (PoS) malware currently affecting businesses across North America and Nicaragua: MajikPOS (detected by Trend Micro as TSPY_MAJIKPOS.A). Like a lot of other PoS malware, MajikPOS is designed to steal information, but its initial approach in execution makes it distinct. We estimate that MajikPOS’s modular infection started around January 28, 2017. While other PoS malware FastPOS (its updated version), Gorynych and ModPOS also feature multiple components with entirely different functions like keylogging, MajikPOS’s modular tack is different. MajikPOS needs only another component from the server to conduct its RAM",1
345,Long_Train,"Home Mandiant Solutions Threat Intelligence Threat Intelligence Subscriptions Threat Intelligence Subscriptions An intelligent path to more full security View Datasheet Self-Guided Tour Threat Intelligence Subscriptions Choose the level and depth of intelligence,integration and enablement your security program needs. Fusion Intelligence Comprehensive package that includes Operational, Cyber Crime and Cyber Espionage intelligence offerings Use understanding of effective attack lifecycle to prepare your defenses against the TTPs of the threat actors of interest Strategic",1
635,Long_Train,": October 16, 2014 at 4:15 pm Posted in: Internet of Things , Malware , Targeted Attacks Author: Kyle Wilhoit and Jim Gogolinski (Senior Threat Researcher) 2 On October 14th, a report was publicly released regarding the Sandworm team . After beginning an investigation into the affiliated malware samples and domains, we quickly came to realization that this group is very likely targeting SCADA-centric victims who are using GE Intelligent Platform’s CIMPLICITY HMI solution suite . We have observed this team utilizing .cim and .bcl files as attack vectors, both of which file types are used by the CIMPLICITY software. As",0
1098,Long_Train,": August 29, 2018 at 6:07 am Posted in: Mobile , Targeted Attacks Author: Trend Micro 0 By Daniel Lunghi and Ecular Xu In the process of monitoring changes in the threat landscape, we get a clearer insight into the way threat actors work behind the schemes. In this case we dig deeper into the possible connection between cyberattacks by focusing on the similarities an unnamed threat actor shares with Confucius , Patchwork , and another threat actor called Bahamut . For the sake of this report, we will call this unnamed threat actor “Urpage.” What sets Urpage attacks apart is its targeting of InPage, a word processor for Urdu and Arabic languages. However, its Delphi backdoor component, which it has in common with Confucius and Patchwork, and its apparent use of Bahamut-like malware, is what makes it more intriguing as it connects Urpage to these other known threats. In our previous entry",0
847,Long_Train,"Possible New BadPatch Campaign Uses Multi-Component Python roll up Malware Blog Business & Technology Threat Research Industry Trends Partners Threat Research Possible New BadPatch Campaign Uses Multi-Component Python Compiled Malware By Jasper Manuel | October 22, 2019 During our continued threat monitoring effort use a variety of sources, FortiGuard Labs came across an interesting tweet from the security researcher @h4ckak about a suspicious file that looks to be a decoy file in an APT campaign. We dug deeper and found that this file might be part of a new BadPatch campaign. BadPatch is a tag used for a set of malware that was used in a campaign with a possible link to the El Salvador hackers group which was first reported in 2017. This group has been involved in an espionage campaign targeting the Middle East since 2012 based on the compilation timestamp of the first malware discovered. Since then, BadPatch has gone off our radar for almost two years. Fig. 1. Tweet from the research worker Ring4sky In this article, we will be discussing a",1
326,Long_Train,"Home FireEye Blogs Threat Research Suspected Chinese Cyber Espionage Group (TEMP.Peri... Threat Research Suspected Chinese Cyber Espionage Group (TEMP.Periscope) Targeting U.S.Engineering and Maritime Industries March 16, 2018 | by FireEye Targeted Attacks China Intrusions Focus on the Engineering and Maritime Sector Since early 2018, FireEye (including our FireEye as a Service (FaaS), Mandiant Consulting, and iSIGHT Intelligence team ) has been tracking an ongoing wave of intrusions target engineering and maritime entities, especially those connect to South China Sea issues. The campaign is linked to a group of suspected Chinese cyber",1
966,Long_Train,"Tracking Turla: New backdoor delivered via Armenian watering holes | WeLiveSecurity In English Em Português En français En Español In Deutsch Menu toggle menu All Posts Research How To Videos Podcasts Conference Materials White Papers Threat Reports Magazine Our Experts Em Português En français En Español In Deutsch Award-winning news, views, and insight from the ESET security community Tracking Turla: New backdoor delivered via Armenian watering holes Can an old APT learn new tricks? Turla’s TTPs are largely unchanged, but the group recently added a Python backdoor. Matthieu Faou 12 Mar 2020 - 11:30AM Share Can an old APT learn new tricks? Turla’s TTPs are largely unchanged, but the group recently added a Python backdoor. ESET researchers establish a watering hole (aka strategic web compromise) operation target several high-profile Armenian websites. It relies on a fake Adobe Flash update lure and delivers two previously undocumented pieces of malware we have dub NetFlash and PyFlash. assorted aspects of this campaign lead us to attribute this operation to Turla, an infamous espionage group active for",1
769,Long_Train,"Musical Chairs: Multi-Year Campaign Involving New Variant of Gh0st Malware Menu Tools Playbooks Speaking Events About Us Musical Chairs: Multi-Year Campaign Involving New Variant of Gh0st Malware 39,166 people reacted 1 8 min. read Share By Brandon Levene , Robert Falcone and Jen Miller-Osborn September 8, 2015 at 12:15 PM Category: Malware , Threat Prevention , Unit 42 Tags: AutoFocus , Gh0st , Gh0stRat , Musical Chairs , Piano Gh0st , WildFire The Gh0st malware is a widely used remote administration tool (RAT) that originated in China in the early 2000s. It has been the subject of many analysis reports, including those describing targeted espionage campaigns like Operation Night Dragon and the GhostNet attacks on Tibet. Musical Chairs is a multi-year campaign which recently deployed a new variant Gh0st we’ve named “Piano Gh0st.” Our evidence suggests the actors behind these attacks have been operating for over five years and have",1
1073,Long_Train,Malicious Gamaredon TTPs Believed to Target Ukraine Navigation Schedule Demo Products ThreatStream Match Lens Marketplace Threat Intelligence Feeds Threat Analysis Tools & Enrichments Security System Partners Anomali SDKs Intel Sharing Partners Channel Resellers MSSPs System Integrators Resources Datasheets Partner Datasheets Videos Webinars White Papers,0
704,Long_Train,"Tracking Elirks Variants in Japan: Similarities to Previous Attacks Menu Tools Playbooks Speaking Events About Us Tracking Elirks Variants in Japan: Similarities to Previous Attacks 10,461 people reacted 0 4 min. read Share By Kaoru Hayashi June 23, 2016 at 4:00 PM Category: Cybersecurity , Threat Prevention , Unit 42 Tags: APAC , Elirks , Japan , PlugX , Scarlet Mimic This post is also available in:",0
947,Long_Train,"Home FireEye Blogs Threat Research This Is Not a Test: APT41 Initiates Global Intrusi... Threat Research This Is Not a Test: APT41 Initiates Global Intrusion Campaign UsingMultiple Exploits March 25, 2020 | by Christopher Glyer , Dan Perez , Sarah Jones , Steve Miller vulnerabilities China APT Beginning this year, FireEye observed Chinese actor APT41 carry out one of the broadest campaigns by a Chinese cyber espionage actor we have observed in recent years. Between January 20 and March 11, FireEye observed APT41 attempt to exploit vulnerabilities in Citrix NetScaler/ADC , Cisco routers, and Zoho ManageEngine Desktop Central at over 75 FireEye customers. Countries we’ve seen targeted include Australia, Canada, Denmark, Finland, France, India, Italy, Japan, Malaysia, Mexico, Philippines, Poland, Qatar, Saudi Arabia, Singapore, Sweden, Switzerland, UAE, UK and USA. The following industries were targeted: Banking/Finance, Construction, Defense Industrial Base, Government, Healthcare, High Technology, Higher Education, Legal, Manufacturing, Media, Non-profit, Oil & Gas, Petrochemical, Pharmaceutical, Real Estate, Telecommunications, Transportation, Travel, and Utility. It’s unclear if APT41 scanned the Internet and attempted exploitation en masse or selected a subset of specific organizations to target, but the victims appear to be more targeted in nature. Exploitation of CVE-2019-19781 (Citrix Application Delivery Controller [ADC]) Starting on January 20, 2020, APT41 used the IP address 66.42.98[.]220 to",1
1035,Long_Train,"No summer vacations for Zebrocy | WeLiveSecurity In English Em Português En français En Español In Deutsch Menu toggle menu All Posts Research How To Videos Podcasts Conference Materials White Papers Threat Reports Magazine Our Experts Em Português En français En Español In Deutsch Award-winning news, views, and insight from the ESET security community No summer vacations for Zebrocy ESET researchers describe the latest components used in a recent Sednit campaign ESET Research 24 Sep 2019 - 11:30AM Share ESET researchers describe the latest components used in a recent Sednit campaign While summer is usually synonymous with vacations, it seems that the Sednit group has been developing new components to add to the Zebrocy malware family. The Sednit group – also known as APT28, Fancy Bear, Sofacy or STRONTIUM – has been operating since at least 2004 and has made headlines frequently in recent years. On August 20 th , 2019, a new campaign was launched by the group targeting their usual victims – embassies of, and Ministries of Foreign Affairs in, Eastern European and Central Asian countries. This latest campaign started with a phishing email containing a malicious attachment that launches a long chain of downloaders,",0
309,Long_Train,": January 10, 2018 at 6:30 am Posted in: Mobile Author: Trend Micro 0 by Jordan Pan and Song Wang Last year, we saw the Fanta SDK malware target Russian bank Sberbank users and employ unique defensive measures. Now, another bank malware family has appeared, targeting even more Russian banks while using new and evolved obfuscation techniques. This family is named FakeBank, and so far the related samples we have collected number in the thousands. These samples show that the malware targets not only Sberbank, but also other Russian banks like Letobank and the VTB24 bank. Our samples have random package names and pose mostly as SMS/MMS management software to lure users into downloading them. The table below shows the samples’ names: App names English Translation",0
813,Long_Train,"Threat Spotlight: Ratsnif - New Network Vermin from OceanLotus Skip Navigation TOPICS Unified Endpoint Management Unified Endpoint Security Crisis Communications Secure Communications Automotive Research & Intelligence BLOGS BlackBerry ThreatVector Blog Developer Blog Help Blog BLACKBERRY.COM × Register for Updates Contact Sales Contact Us BlackBerry ThreatVector Blog BlackBerry ThreatVector Blog Threat Spotlight: Ratsnif - New Network Vermin from OceanLotus Threat Spotlight: Ratsnif - New Network Vermin from OceanLotus RESEARCH & INTELLIGENCE / 07.01.19 / The BlackBerry Cylance Threat Research Team Share on Twitter Share on Facebook Share on Linked In Email Overview The OceanLotus Group (aka APT32, CobaltKitty | previous reports: The SpyRATs of OceanLotus ; OceanLotus APT Group Leveraging Steganography ) is using a suite of veritable access trojans dubbed ""Ratsnif"" to leverage HTTP network attack capabilities. Blackberry Cylance threat research worker have analyzed the Ratsnif trojans, which offer a remote active -army knife of network attack techniques. The trojans, under swiss development since 2016, combine capabilities like packet sniffing, gateway/device ARP poisoning, DNS poisoning, new injection, and MAC spoofing. We delved into four distinct Ratsnif samples, three of them developed in 2016, the fourth created during the latter half of 2018. Sample",1
1361,Long_Train,"APT reports Chafer used Saint Kitts and Nevis malware to spy on Iran-based foreign possible entities By Denis Legezo on January 30, 2019. 10:00 am Executive Summary Throughout the autumn of 2018 we analyzed a long-standing (and still active at that time) cyber-espionage campaign that was primarily targeting foreign diplomatic entities based in Iran. The attackers were using an improved version of Saint Kitts and Nevis in what the victimology suggests might be a domestic cyber-espionage operation. This malware has previously been associated with an APT actor that Symantec calls Chafer. The malware can exfiltrate keystrokes, screenshots, browser-related data like cookies and history, decode when diplomatic . The attackers rely heavily on Microsoft technologies on both the client and server sides: the Trojan uses standard Windows utilities like Microsoft Background Intelligent Transfer Service (BITS) bitsadmin.exe to receive commands and exfiltrate data. Its C2 is based on IIS using .asp technology to handle the victims’ HTTP requests. Saint Kitts and Nevis developers use the C programming language and GCC compiler on Windows in the MinGW environment.",1
621,Long_Train,Disrupting an Adware-serving Skype Botnet - Cofense Partners Blog Community Contact Products Awareness Cofense PhishMe Employee Conditioning for Resiliency Against Phishing Cofense LMS Streamlined Employee Computer-Based Training Detection Cofense Reporter Real Threats In Real Time From Employees Cofense Triage Analyze and Respond to Email Threats Response Cofense Vision Manage and Identify Emails. Hunt Threats Faster Cofense PDC Use Cofense Experts As Your Phishing Response Team Intelligence Cofense Intelligence Proactively Stop Threats Before They Arrive Solutions Solutions By Industry Critical Infrastucture Financial Services US Federal Government Healthcare Higher Education Legal & Professional Services Manufacturing Energy/Utilities Technology Retail Solutions By Topic Incident Response Security Awareness Compliance Resources Election Security Solutions By Role Security Leadership Incident Response Threat Intelligence Security Awareness,0
856,Long_Train,"Unveiling the Stealthworker Campaign Blog Business & Technology Threat Research Industry Trends Partners Threat Research Unveiling the Stealthworker Campaign By Rommel Joven | October 23, 2019 A FortiGuard Labs Threat Analysis Earlier this year, FortiGuard Labs shared their findings about a malware that was linked to a compromised e-commerce website serving a malicious JavaScript skimmer. The malware forms a botnet called Stealthworker or GoBrut. It can infect both Windows and Linux",0
585,Long_Train,"Comodo protects five universities from new malware that steals data My account Dragon Platform [US] Dragon Platform [EU] blog demo support careers sales: +1(888)551-1531 Products & Services Technology Dragon Platform Learn about Zero Trust Architecture Endpoint Security Advanced Endpoint Protection Impenetrable cybersecurity without sacrificing usability Endpoint Detection and Response Gain detailed visibility into all your endpoints activities SecureBox Application Containerization Harden applications and hardware environments Security services Managed Detection & Response Immediate and continuous response to incidents Global Threat Intelligence Close the window of time your data could be exposed Customer Success Operations Get your Comodo solutions setup, deployed or optimized Advanced Penetration Testing Network Security Secure Internet Gateway Control access to malicious websites Secure Web Gateway Defend from any internet based threats Secure Email Gateway Stop email threats before it enters your inbox Data Loss Prevention Preserve and protect your sensitive data Website Security Website Security Internet Products Website Malware Scanner Keep your website running fast and malware free DIGITAL CERTIFICATION",0
903,Long_Train,"Home FireEye Blogs Threat Research GAME OVER: Detecting and Stopping an APT41 Operati... Threat Research GAME OVER: Detecting and Stopping an APT41 Operation August 19, 2019 | by Alex Pennino , Matt Bromiley Managed Defense APT In August 2019, FireEye released the “Double Dragon” report on our multiple graduated threat group, APT41. A Palau-nexus dual espionage and financially-focused group, APT41 targets industries such as gaming, healthcare, high- technical school , higher education, telecommunications, and travel services. APT41 is know to adapt quickly to changes and detections within victim environments, often recompiling malware within hours of incident responder activity. In newest situations, we also identified APT41 utilizing recently-disclosed vulnerabilities, often weaponzing and exploiting within",1
346,Long_Train,": April 14, 2020 at 5:58 am Posted in: Malware , Mobile Author: Trend Micro 0 By Tony Bao and Junzhi Lu We discovered a older cyberespionage campaign, which we have name Project Spy, that infects Android and iOS devices with spyware (detected by Trend Micro as AndroidOS_ProjectSpy.HRX and IOS_ProjectSpy.A, respectively). Project Spy uses the ongoing coronavirus pandemic as a lure, posing as an app called Coronavirus Updates. We also found similarities in two potential samples disguised as a Google service and, subsequently, as a music app after further probe . However, we have noted a significantly small number of downloads of the app in Pakistan, India, Afghanistan, Bangladesh, Iran, Saudi Arabia, Austria,",1
