ID,SPLIT,description,long_tar_train_label
276,Long_Train,"phishing hook with the following bait: “2016 North Korea Hamgyung [sic] province flood insight.” The lure is a reference to a natural disaster that took place in late August 2016, when Typhoon Lionrock triggered massive flooding that wiped out much of North Korea’s province of North Hamgyong, impacting more than half a million people , drawing world-wide notice, and commanding international news coverage for several months. Despite the media attention, details were sparse regarding the extent and aftermath of the crisis. Reports surfaced of attempts at escape and defection to neighboring China, after border forces and fencing were washed away. Drawing even more curiosity were statements from Pyongyang itself, which took the rare step of publicly declaring the flood the worst natural disaster since 1945. The dictatorship appealed to the UN and aid groups for help with relief efforts, and asked the international community for monetary support. How the crisis was resolved, and what its lasting impact was on North Korea is anyone’s guess. Exactly how",0
277,Long_Train,"retrieve some of these exchanges from a FIN7 target. The spear phishing campaigns were remarkably sophisticated from a social engineering perspective. In various cases, the operators exchanged numerous messages with their victims for weeks before sending their malicious documents. The emails were efficient social-engineering attempts that appealed to a vast number of human emotions (fear, stress, anger, etc.) to elicit a response from their victims. One of the domains used by the attackers in their 2018 campaign of spear phishing contained more than 130 email aliases, leading us to think that more than 130 companies had been targeted by the end of 2018. Malicious Documents We have seen two types of documents sent to victims in these spear phishing campaigns. The first one exploits the INCLUDEPICTURE feature of Microsoft Word to get context information about the victim’s computer, and the availability and version number of Microsoft Word. The second one, which in many cases is an Office document protected with a trivial password, such as “12345”, “1234”, etc., uses macros to execute a GRIFFON implant on the target’s computer. In various cases, the associated macro also scheduled tasks to make GRIFFON persistent. Interestingly, following some open-source publications about them, the FIN7 operators seems to have developed a homemade builder of malicious Office document using ideas from ThreadKit, which they employed",0
278,Long_Train,"a JavaScript overlay on top of the legitimate compromised websites. While there is no relation between the activities and those of OceanLotus, this type of attack is similar to how OceanLotus was observed launching targeted attacks. Delivery Overview For the attack to begin, an unsuspecting user must first visit one of the compromised sites that has been put into operation by Storm Cloud. These attacks involve adding a new piece of JavaScript to the infected sites with an innocuous looking name, for example “jquery-min.js”. The filename used varied between different compromised sites. This sample of code is obfuscated using a library called “sojson.v4” which is also used by legitimate developers to protect their intellectual property; you can find the obfuscator here . This initial obfuscated code is recognizable due to its opening text: Figure 1 . An example of the initial JavaScript loaded on compromised pages. The purpose of this first script in the chain is to identify if the user in question should receive the second piece of JavaScript. The internal IP address is retrieved based on the well-documented WebRTC trick , while the external IP address is retrieved using api.ipify.org . This information is then sent",0
279,Long_Train,"also has wormlike behavior for lateral propagation. And it uses some of the most notorious exploits today: EternalBlue ; DoublePulsar ; the exploits for CVE-2014-6287 , CVE-2017-12615 , and CVE-2017-8464 ; and three ThinkPHP exploits for multiple versions. In addition, cybercriminals may be testing the viability of the techniques used in this malware’s routine for further development. The sample we acquired downloads and installs an XMRig Monero cryptocurrency miner as the final payload. But BlackSquid may be used with other payloads in the future. Our telemetry observed the greatest number of attack attempts using BlackSquid in Thailand and the U.S. during the last week of May. Evasion, routine, and exploits BlackSquid can infect a system from three initial entry points: via an infected webpage visited because of infected known servers, via exploits as main initial entry",0
280,Long_Train,a Zeus variant banking trojan upon execution. E-mail Lures The e-mails typically pretend to be from the Canada Revenue Agency (CRA) claiming that the individual has a tax payment outstanding. The e-mails contain an MSG attachment with an embedded OLE object. This is not a technique we see very often and is challenging for security products to detect due to the complicated,0
281,Long_Train,"operations on a victim’s machine. In this technical analysis, I dissect the novel FileDelete driver to reveal how it works. Digital Signature Helps Defeat Legacy AV The FileDelete driver is installed via the group Golang loader, leveraging PowerShell , to the local directory “C:\G DATA Security Software.” The driver is digitally signed with a certificate with the name “M2 AGRO DESENVOLVIMENTO DE SISTEMAS LTDA”. A digital certificate allows the malware to have a lower static detection among security solutions that implicitly trust code with a valid signature. As the image above shows, the malware driver was signed on 31 March, 2019 with a Thawte Code Signing",0
282,Long_Train,"Plead malware via compromised routers and man-in-the-middle attacks against the legitimate ASUS WebStorage software In July 2018 we discovered that the Plead backdoor was digitally signed by a code-signing certificate that was issued to D-Link Corporation. Recently we detected a new activity involving the same malware and a connection to legitimate software developed by ASUS Cloud Corporation. The Plead malware is a backdoor which, according to Trend Micro , is used by the BlackTech group in targeted attacks. The BlackTech group is primarily focused on cyberespionage in Asia. The new activity described in this blogpost was detected by ESET in Taiwan, where the Plead malware has always been most actively deployed. What has happened? At the",1
283,Long_Train,"here . A new ransomware that calls itself MegaCortex got a jolt of life on Wednesday as we detected a spike in the number of attacks against Sophos customers around the world, including in Italy, the United States, Canada, the Netherlands, and other countries. The attackers delivering this new malware campaign employed sophisticated techiques in the attempt to infect victims. The convoluted infection methodology MegaCortex employs leverages both automated and manual components, and appears to involve a high amount of automation to infect a greater number of victims. In attacks we’ve investigated, the attackers used a common red-team attack tool script to invoke a meterpreter reverse shell in the victim’s environment. From the reverse shell, the infection chain uses PowerShell scripts, batch files from remote servers, and commands that only trigger the malware to drop encrypted secondary executable payloads (that had been embedded in the initial dropped malware) on specified machines. The",1
284,Long_Train,"of Templates 2018: forms, templates, contracts, samples”. Given the fact that Buhtrap and RTM have been used in the past to target accounting departments, we immediately believed that a similar strategy was at play. But how were potential victims directed to the website? Infection campaigns At least some of the potential victims who ended up on this website were lured there through malvertising. Below you can see an example of a redirect URL to the malicious website: https://blanki-shabloni24.ru/?utm_source=yandex&utm_medium=banner&utm_campaign=cid|{ blanki_rsya }|context&utm_content=gid|3590756360|aid|6683792549|15114654950_&utm_term= скачать бланк счета &pm_source= bb.f2.kz &pm_block=none&pm_position=0&yclid=1029648968001296456 We can see in the URL that a banner ad was posted on bb.f2[.]kz, which is a legitimate accounting forum. It is important to note here that these banners appeared on several different websites, all with the same campaign id (blanki_rsya) and most of them related to accounting or legal aid services. From the URL, we can also see what the user was searching for – “скачать бланк счета” or “download invoice template” – reinforcing our hypothesis that organizations are targeted. A list of the websites where the banners and the related search term appeared is shown in Table 1. Search term RU Search term EN (Google Translate) Domain скачать бланк счета download invoice template bb.f2[.]kz образец договора contract example Ipopen[.]ru заявление жалоба образец claim complaint example 77metrov[.]ru бланк договора contract form blank-dogovor-kupli-prodazhi[.]ru судебное ходатайство образец judicial petition example zen.yandex[.]ru образец жалобы example complaint yurday[.]ru образцы бланков договоров example contract forms Regforum[.]ru бланк договора contract form assistentus[.]ru образец договора квартиры example apartment contract napravah[.]com образцы юридических договоров examples of legal contracts avito[.]ru Table 1. Search terms used and domains where the banners were displayed The blanki-shabloni24[.]ru website was probably set up in this way to survive basic scrutiny. An ad pointing to a professional-looking website with a link to GitHub is not something obviously bad. Moreover, the cybercriminals put the malicious files on their GitHub repository only for a limited period of time, probably while the ad campaign was active. Most of the time, the payload on GitHub was an empty zip file or a clean executable. To summarize, the cybercriminals were able to distribute ads through the Yandex.Direct service to websites that were likely to be visited by accountants searching for specific terms. Let’s now take a look at the different payloads that were distributed this way. Payload Analysis Distribution timeline This malware campaign started in late October 2018 and is still active at time of writing. Since the whole repository was publicly available on GitHub, we were able to draw a precise timeline of the malware families distributed (see Figure 2). We’ve observed six different malware families being hosted on GitHub over this period. We’ve added a line that illustrates when the banner links were seen, based on ESET telemetry, to compare it with the git history. We can",0
285,Long_Train,into the steganographic encryption of the remaining malicious code once the backdoor is installed and acting,0
286,Long_Train,a Reply Cancel Reply Your email address will not be published. Required fields are,0
287,Long_Train,"upon receiving an operator’s command. By analyzing the files, we were able to further understand the overall multi-staging structure of the BabyShark malware and features, such as how it attempts to maintain operational security and supported remote administration commands. Based on our research, it appears the malware author calls the encoded secondary payload “Cowboy” regardless of what malware family is delivered. Our research shows the most recent malicious activities involving BabyShark malware appear to be carried out for two purposes: Espionage on nuclear security and the Korean peninsula’s national security issues Financial gain with focus on the cryptocurrency industry based on the decoy contents used in the samples, shown in Figure 1. Xcryptocrash is an online cryptocurrency gambling game. Figure 1. Cryptocurrency related BabyShark malicious document decoy We presume that the BabyShark malware toolset is shared among actors under the same umbrella or the same group has been assigned an additional mission. In our analysis, we found BabyShark attacks were using KimJongRAT and PCRat as the encoded secondary payload",0
288,Long_Train,"campaign using similar tactics, but with a few differences that set them apart from other subgroups. This skimmer is called Inter . It is highly customizable, so it can be easily configured to fit the buyer’s needs, and is reportedly being sold in underground forums for $1,300 per license. We started seeing attacks from this campaign on April 19, and in this report we’ll be looking at the techniques used by this new campaign, as well as provide a glimpse into how their operation works. The Skimmer Our investigation began when we found a malicious JavaScript connecting to tracker-visitors[.]com, where it was disguised as a visitor traffic tracker for a website. Further analysis on the domain led",0
289,Long_Train,"heap memory, another hardcoded offset, specific to the executable, is used to start the backdoor. The offset points to a position-independent shellcode-style function that unwraps and runs the malicious code further. Some of the older samples revealed the project path via a PDB file reference: “ D:\C++\AsusShellCode\Release\AsusShellCode.pdb “. This suggests that the attackers had exclusively prepared the malicious payload for their target. A similar tactic of precise targeting has become a persistent property of these attackers. A look at the resource section used for carrying the malicious payload revealed that the attackers had decided not to change the file size of the ASUS Live Updater binary. They changed the resource contents and overwrote a tiny block of the code in the subject executable. The layout of that patched file is shown below. We managed to find the original ASUS Live Updater executable which had been patched and abused by the attackers. As a result, we were able to recover the overwritten data in the resource section. The file we found was digitally signed and certainly had no infection present. Both the legitimate ASUS executable and the resource-embedded updater binary contain timestamps from March 2015. Considering that the operation took place in 2018, this raises the following question: why did the attackers choose an old ASUS binary as the infection carrier? Another injection technique was found in more recent samples. Using that technique, the attackers patched the code inside the C runtime (CRT) library function “___crtExitProcess”. The malicious code executes a shellcode loader instead of the standard function “___crtCorExitProcess”: This way, the execution flow is passed to another address which is located at the end of the code section. The attackers used a small decryption routine that can fit into a block at the end of the code section, which has a series of zero bytes in the original executable. They used the same source executable file from ASUS (compiled in March 2015) for this new type of injection. The loader code copies another block of encrypted shellcode from the file’s resource section (of the type “EXE”) to a newly allocated memory block with read-write-execute attributes and decrypts it using a custom block-chaining XOR algorithm, where the first dword is the initial seed and the total size of the shellcode is stored at an offset of +8. We believe that the attackers changed the payload start routine in an attempt to evade detection. Apparently, they switched to a better method of hiding their embedded shellcode at some point between the end of July and September 2018. ShadowHammer downloader The compromised ASUS binaries carried a payload that was a Trojan downloader. Let us take a closer look at one such ShadowHammer downloader extracted from a copy of the ASUS Live Updater tool with MD5:0f49621b06f2cdaac8850c6e9581a594. It has the following properties: MD5: 63f2fe96de336b6097806b22b5ab941a SHA1: 6f8f43b6643fc36bae2e15025d533a1d53291b8a SHA256: 1bb53937fa4cba70f61dc53f85e4e25551bc811bf9821fc47d25de1be9fd286a Digital certificate fingerprint: 0f:f0:67:d8:01:f7:da:ee:ae:84:2e:9f:e5:f6:10:ea",1
290,Long_Train,"iterations since at least 2013. It is commonly sold on various hacking forums as a keylogger and stealer that can be used to monitor systems and exfiltrate information from those systems. It features robust stealing capabilities as it can be used to obtain sensitive information from a variety of different applications. This information can then be transmitted to the attacker using protocols such as FTP, HTTP, and SMTP. Talos has recently identified several changes concerning HawkEye Reborn in the latest version, HawkEye Reborn v9. In December 2018, a thread on HackForums described a change in the ownership and ongoing development of the HawkEye keylogger. Shortly following this exchange, new posts began to appear that were attempting to market and sell new versions of HawkEye (HawkEye Reborn v9), with these new posts also referencing the change in ownership of the project moving forward. HawkEye Reborn v9 is currently marketed as an ""Advance Monitoring Solution."" It is currently being sold using a licensing model, with purchasers gaining access to the software and updates for different periods based on a tiered pricing model. HawkEye Reborn v9 also features a Terms of Service agreement that provides some additional insight. While the seller specifies that HawkEye Reborn should only be used on systems with permission, they also explicitly forbid scanning of",0
291,Long_Train,"infected devices. This makes the taking down and recovery of the network much harder and poses a considerable challenge for defenders. The campaign The malware's primary infection vector is SMS. Just like the old-school mail worms that used the victim's address book to select the next victims, this banking trojan's activation cycle includes the exfiltration of the victim's address book. The trojan will receive instructions from the C2 to spread. Spread command from C2 The victim receives the command sendSMSMass. Usually, this message targets four or five people at a time. The body contains a message and URL. Again, the concept is that new victims are more likely to install the malware if the SMS comes from someone they know. When a victim tries to access the URL in the SMS body, the C2 will check if the mobile device meets the criteria to receive the malware (see infrastructure section). If the device does not meet the criteria, it won't receive any data, otherwise, it will be redirected to a second server to receive a copy of the malware to install on their device. The domain on this campaign was registered on Jan. 19, 2019. However, Talos has identified that was used at least since November 2018. During the investigation, Talos was also able to determine that the same infrastructure has been used to deploy similar campaigns using different versions of the malware. Distribution of victims. Talos assess with high confidence that this campaign is targeting Australian financial institutions based on several factors. Our Umbrella telemetry shows that the majority of the request comes from Australia and the majority of the phone numbers infected have the international indicative",1
292,Long_Train,"and what measures the attackers take to remain hidden, ready to strike again. Very few reports offer follow-ups to what transpires after an attacker is completely pushed out of an environment. If they did, those reports would most likely paint a much bleaker picture of the cyberthreat landscape. The truth is most companies are never aware they’ve been breached again, even if they are hit multiple times after the initial attack. The truth is that intelligent attackers with long-term surveillance goals do not simply give up after their malware and command and control (C2) infrastructure is burned. Attackers typically redesign C2 infrastructure and deploy entirely new or updated malware after being exposed. Unless companies are well positioned to detect these changes, attackers will quietly slip back in time and time again. At Cylance, we’ve become more interested in following the repercussions of public exposure of so-called advanced threat",0
293,Long_Train,"remain as discreet as possible. In addition, targeted attack campaigns often involve extensive planning as well as the creation and use of highly specialized tools. On the other hand, normal threat actors might not have the ability or resources to plan sophisticated campaigns and their tools are more generic in nature and are often available in underground markets . However, we recently came across evidence of a large-scale cybercrime activity that appears to combine targeted attack tools and regular cybercrime: The attackers distribute typical malware such as cryptocurrency miners and ransomware by making use of sophisticated tools that were previously mostly seen in targeted attacks. In the cases we identified, the threat actors were using a package of tools from the Equation group (which was publicly leaked by the Shadow Brokers) to compromise a large number of machines running outdated versions of Microsoft Windows OS.",0
294,Long_Train,"into enabling macros The macro within the delivery document will unhide and display a new worksheet that contains a fake invoice for Citrix products, as seen in Figure 2. This fake invoice acts as a decoy document to minimize the user’s suspicions that any malicious activity occurred. Figure 2 Decoy document opened to minimize suspicions of compromise While the macro displays the decoy invoice spreadsheet, it silently runs malicious code in the background to install its payload. The malicious code starts by concatenating several base64 encoded strings into a single variable. As you can see in the following code snippet, the variable name “Paltofp1” suggests that the author of this code may want our attention: The macro then writes the concatenated base64 encoded data to the file %PUBLIC%\Libraries\B642.txt. It then reads in the “B642.txt” file and decodes the data, which it will save to the file %PUBLIC%\Libraries\servicereset.exe (SHA256: 52366b9ab2eb1d77ca6719a40f4779eb302dca97a832bd447abf10512dc51ed9). The servicereset.exe file is the payload of this attack, which is a variant of ISMDoor that we track as ISMAgent. The script then creates a file named %PUBLIC%\Libraries\OfficeServicesStatus.vbs which contains a VBScript that will execute the “servicereset.exe” file using the command line. Lastly, as a persistence mechanism, a scheduled task named “OfficeServicesStatus” will be created, set to run every three minutes, as seen in Figure 3. Figure 3 Scheduled task created by the macro within the delivery document An Iterative Task While hunting for other samples similar to the one observed in the attack against the technology organization, we discovered yet another variant of Clayslide (SHA256: 5ac939a5426db8614165bd8b6a02d3e8d9f167379c6ed28025bf3b37f1aea902). This sample was dated June 2017, a month older than the newest version containing ISMAgent. Based upon timestamping and similarities with both the original Clayslide documents as well as the newest ISMAgent loaded ones, we believe this June 2016 sample to be an iterative version of Clayslide. The June 2017 sample of Clayslide contained the same OfficeServicesStatus.vbs file found in the ISMAgent Clayslide document, but instead of having the payload embedded in the macro as segregated base64 strings that would be concatenated, this variant obtained its payload from multiple cells within the “Incompatible” worksheet. This technique was observed in previous Clayslide documents",0
295,Long_Train,Explore GitHub → Learn & contribute Topics Collections Trending Learning Lab Open source guides Connect with others Events Community forum GitHub Education Marketplace Pricing Plans → Compare plans Contact Sales Nonprofit → Education → In this repository,0
296,Long_Train,"More Intelligent Edge Platform INTELLIGENT EDGE PLATFORM The Competitive Edge Top brands globally rely on Akamai’s intelligent edge platform so their businesses can be fast, smart, and secure. Learn More Threat Research THREAT RESEARCH Cybersecurity Insights from the Experts Stay updated with the latest threat intelligence, real-time data, security reports, and cybersecurity research. Learn More Free Trials FREE TRIALS Try Us Free Give our most popular products a try. There’s no commitment. Choose Your Free Trial Solutions by Topic Security Web Performance Media Delivery DevOps View All Solutions Solutions by Industry Financial Services Hotel & Travel Media & Entertainment Public Sector Retail & Consumer Goods Software & Technology View All Solutions FEATURED What's new with the Akamai Intelligent Edge Platform™ Fast, Intelligent, and Secure at the Edge Learn More Products Security SECURITY Security Solutions Protect your websites and data centers against even the most sophisticated attacks. Find Out More Web Performance WEB PERFORMANCE Web Performance Solutions Give users instant, reliable, and secure online experiences from any device, anywhere. Find",0
297,Long_Train,"actor has used several notable techniques in these incidents such as sniffing passwords from Wi-Fi traffic, poisoning the NetBIOS Name Service, and spreading laterally via the EternalBlue exploit. APT28 Uses Malicious Document to Target Hospitality Industry FireEye has uncovered a malicious document sent in spear phishing emails to multiple companies in the hospitality industry, including hotels in at least seven European countries and one Middle Eastern country in early July. Successful execution of the macro within the malicious document results",1
298,Long_Train,"respectively. We’ll discuss here the similarities observed between the various components used to exploit these two vulnerabilities, specifically focusing on the malicious Flash files and the payloads delivered. Malicious Flash Files Recent zero-day vulnerabilities exploited by UPS exploit or leverage Adobe Flash to exploit other applications on the system. Unit 42 recently analyzed malicious Flash files that exploited CVE-2015-3113 , which was a zero-day vulnerability in Adobe Flash that was patched on June 23, 2015. . During the analysis, we noticed similarities between this malicious Flash file, those that UPS used to exploit CVE-2014-1776, and the proof-of-concept code for CVE-2014-6332 , albeit these two Flash files were used to exploit zero-day vulnerabilities in Internet Explorer. Overlaps within ActionScript Unit 42 analyzed the ActionScript within malicious Flash files created by UPS that exploited CVE-2014-1776 and CVE-2015-3113 and discovered shared code between the two. First, both ActionScripts contain a function named “hexToIntArray”, which Figure 1 displays side-by-side for comparison. Not only do these files contain the same function name, but they also share the same exact operation codes (opcodes) to carry out its functionality. The existence of the hexToIntArray function in the CVE-2015-3113 sample is rather interesting, as it is never called or used within the ActionScript. We believe that the threat actor used the CVE-2014-1776 ActionScript as the basis for",0
299,Long_Train,"a dozen Android apps that pretended to be monitoring the Covid-19 outbreak but were actually infected with malware. On March 26, Symantec discovered 11 Android applications that were all made to appear like they were legitimate apps related to tracking cases in the Covid-19 pandemic, but which were in fact secretly downloading a malicious payload after installation. The coronavirus pandemic is the main news story all",0
300,Long_Train,"the document is opened due to a special VBA function called Auto_Open . Newer versions of Office have security settings in place to prevent the auto-execution of such code. Thus, an attacker usually relies on social engineering tricks to make sure the macros still trigger. T he message contained in the body of the document is attempting to social engineer the user into enabling the malicious macros. Two Styles of Bartalex Bartalex has two main mechanisms used to deploy the second-stage payload onto the victim’s machine. Let’s look at both: → Downloader / Loader These samples will issue an HTTP GET Request for a remote object. This remote object is the secondary payload usually being hosted on a compromised system. The subsequent infection vector will either be presented as-is (Win32 form) or encoded in some way. Dridex campaigns routinely use the loader method and will download the second-stage in its native form. CryptoWall (ransomware) campaigns will also use the loader technique, however, with a little twist. The second-stage payload in a CryptoWall campaign is usually obfuscated via a XOR cipher (most",0
